ID,story,text
100343,story19,"like most of his other endowments,"
100344,story19,"lay in a somewhat heavy mass,"
100345,story19,and was just as unmalleable or unmanageable as a ton of iron ore;
100346,story19,"and of benevolence which,"
100347,story19,"He had slain men with his own hand, for aught I know -"
100348,story19,"but,"
100349,story19,"be that as it might,"
100350,story19,I have not known the man to whose innate kindliness I would more confidently make an appeal.
100351,story19,Many characteristics -
100352,story19,"must have vanished, or been obscured, before I met the General."
100353,story19,All merely graceful attributes are usually the most evanescent;
100354,story19,"nor does nature adorn the human ruin with blossoms of new beauty,"
100355,story19,"that have their roots and proper nutriment only in the chinks and crevices of decay,"
100356,story19,"even in respect of grace and beauty,"
100357,story19,there were points well worth noting.
100358,story19,"A ray of humour,"
100359,story19,"now and then,"
100360,story19,and glimmer pleasantly upon our faces.
100361,story19,"A trait of native elegance,"
100362,story19,"seldom seen in the masculine character after childhood or early youth,"
100363,story19,was shown in the General's fondness for the sight and fragrance of flowers.
100364,story19,An old soldier might be supposed to prize only the bloody laurel on his brow;
100365,story19,but here was one who seemed to have a young girl's appreciation of the floral tribe.
100366,story19,"There, beside the fireplace, the brave old General used to sit;"
100367,story19,"when it could be avoided,"
100368,story19,taking upon himself the difficult task of engaging him in conversation -
100369,story19,"was fond of standing at a distance,"
100370,story19,"He seemed away from us, although we saw him but a few yards off;"
100371,story19,"unattainable,"
100372,story19,though we might have stretched forth our hands and touched his own.
100373,story19,It might be that he lived a more real life within his thoughts than amid the unappropriate environment of the Collector's office.
100374,story19,The evolutions of the parade;
100375,story19,the tumult of the battle;
100376,story19,"the flourish of old heroic music, heard thirty years before -"
100377,story19,"such scenes and sounds,"
100378,story19,"perhaps,"
100379,story19,were all alive before his intellectual sense.
100380,story19,"the spruce clerks and uncouth sailors,"
100381,story19,entered and departed;
100382,story19,and neither with the men nor their affairs did the General appear to sustain the most distant relation.
100383,story19,He was as much out of place as an old sword -
100384,story19,"now rusty,"
100385,story19,"but which had flashed once in the battle's front,"
100386,story19,and showed still a bright gleam along its blade -
100387,story19,"would have been among the inkstands,"
100388,story19,the man of true and simple energy.
100389,story19,It was the recollection of those memorable words of his -
100390,story19,"""I'll try, Sir"" -"
100391,story19,"spoken on the very verge of a desperate and heroic enterprise,"
100392,story19,"and breathing the soul and spirit of New England hardihood,"
100393,story19,"comprehending all perils,"
100394,story19,and encountering all.
100395,story19,"in our country,"
100396,story19,"valour were rewarded by heraldic honour,"
100397,story19,"but which only he,"
100398,story19,"with such a task of danger and glory before him,"
100399,story19,has ever spoken -
100400,story19,would be the best and fittest of all mottoes for the General's shield of arms.
100401,story19,"It contributes greatly towards a man's moral and intellectual health to be brought into habits of companionship with individuals unlike himself,"
100402,story19,"who care little for his pursuits,"
100403,story19,"The accidents of my life have often afforded me this advantage,"
100404,story19,but never with more fulness and variety than during my continuance in office.
100405,story19,the observation of whose character gave me a new idea of talent.
100406,story19,His gifts were emphatically those of a man of business;
100407,story19,"prompt, acute, clear-minded;"
100408,story19,it was his proper field of activity;
100409,story19,"and the many intricacies of business,"
100410,story19,"so harassing to the interloper,"
100411,story19,presented themselves before him with the regularity of a perfectly comprehended system.
100412,story19,"In my contemplation, he stood as the ideal of his class."
100413,story19,"He was, indeed, the Custom-House in himself;"
100414,story19,"at all events,"
100415,story19,"in an institution like this,"
100416,story19,"where its officers are appointed to subserve their own profit and convenience,"
100417,story19,"and seldom with a leading reference to their fitness for the duty to be performed,"
100418,story19,"by an inevitable necessity,"
100419,story19,"as a magnet attracts steel-filings,"
100420,story19,so did our man of business draw to himself the difficulties which everybody met with.
100421,story19,"With an easy condescension,"
100422,story19,and kind forbearance towards our stupidity -
100423,story19,"which, to his order of mind, must have seemed little short of crime -"
100424,story19,"by the merest touch of his finger,"
100425,story19,make the incomprehensible as clear as daylight.
100426,story19,"The merchants valued him not less than we, his esoteric friends."
100427,story19,His integrity was perfect;
100428,story19,"it was a law of nature with him, rather than a choice or a principle;"
100429,story19,nor can it be otherwise than the main condition of an intellect so remarkably clear and accurate as his to be honest and regular in the administration of affairs.
100430,story19,"A stain on his conscience,"
100431,story19,"would trouble such a man very much in the same way,"
100432,story19,"though to a far greater degree,"
100433,story19,"than an error in the balance of an account,"
100434,story19,or an ink-blot on the fair page of a book of record.
100435,story19,"Here, in a word -"
100436,story19,and it is a rare instance in my life -
100437,story19,I had met with a person thoroughly adapted to the situation which he held.
100438,story19,"I took it in good part,"
100439,story19,"at the hands of Providence,"
100440,story19,that I was thrown into a position so little akin to my past habits;
100441,story19,and set myself seriously to gather from it whatever profit was to be had.
100442,story19,After my fellowship of toil and impracticable schemes with the dreamy brethren of Brook Farm;
100443,story19,after living for three years within the subtle influence of an intellect like Emerson's;
100444,story19,"after those wild,"
100445,story19,"indulging fantastic speculations,"
100446,story19,"beside our fire of fallen boughs,"
100447,story19,after growing fastidious by sympathy with the classic refinement of Hillard's culture;
100448,story19,after becoming imbued with poetic sentiment at Longfellow's hearthstone -
100449,story19,"it was time,"
100450,story19,"at length,"
100451,story19,"that I should exercise other faculties of my nature,"
100452,story19,and nourish myself with food for which I had hitherto had little appetite.
100453,story19,"Even the old Inspector was desirable,"
100454,story19,"as a change of diet,"
100455,story19,"I looked upon it as an evidence,"
100456,story19,"in some measure,"
100457,story19,"of a system naturally well balanced,"
100458,story19,"and lacking no essential part of a thorough organization,"
100459,story19,"with such associates to remember,"
100460,story19,"I could mingle at once with men of altogether different qualities,"
100461,story19,and never murmur at the change.
100462,story19,"its exertions and objects,"
100463,story19,were now of little moment in my regard.
100464,story19,I cared not at this period for books; they were apart from me.
100465,story19,except it were human nature -
100466,story19,"the nature that is developed in earth and sky,"
100467,story19,hidden from me;
100468,story19,and all the imaginative delight wherewith it had been spiritualized passed away out of my mind.
100469,story19,"a faculty,"
100470,story19,"if it had not been departed,"
100471,story19,was suspended and inanimate within me.
100472,story19,"There would have been something sad,"
100473,story19,had I not been conscious that it lay at my own option to recall whatever was valuable in the past.
100474,story19,"that this was a life which could not,"
100475,story19,"with impunity,"
100476,story19,without transforming me into any shape which it would be worth my while to take.
100477,story19,But I never considered it as other than a transitory life.
100478,story19,"There was always a prophetic instinct,"
100479,story19,"a low whisper in my ear,"
100480,story19,"that within no long period,"
100481,story19,"and whenever a new change of custom should be essential to my good,"
100482,story19,change would come.
100483,story19,"Meanwhile,"
100484,story19,"a Surveyor of the Revenue and,"
100485,story19,"so far as I have been able to understand,"
100486,story19,"A man of thought,"
100487,story19,"and sensibility (had he ten times the Surveyor's proportion of those qualities),"
100488,story19,"at any time,"
100489,story19,"be a man of affairs,"
100490,story19,if he will only choose to give himself the trouble.
100491,story19,"My fellow-officers,"
100492,story19,"and the merchants and sea-captains with whom my official duties brought me into any manner of connection,"
100493,story19,"viewed me in no other light,"
100494,story19,and probably knew me in no other character.
100495,story19,"each of whom was a Custom-House officer in his day,"
100496,story19,as well as I. It is a good lesson -
100497,story19,though it may often be a hard one -
100498,story19,"for a man who has dreamed of literary fame,"
100499,story19,"and of making for himself a rank among the world's dignitaries by such means,"
100500,story19,"to step aside out of the narrow circle in which his claims are recognized and to find how utterly devoid of significance,"
100501,story19,"beyond that circle,"
100502,story19,"is all that he achieves,"
100503,story19,and all he aims at.
100504,story19,"I know not that I especially needed the lesson,"
100505,story19,either in the way of warning or rebuke;
100506,story19,"but at any rate, I learned it thoroughly:"
100507,story19,"it gives me pleasure to reflect,"
100508,story19,"did the truth,"
100509,story19,"as it came home to my perception,"
100510,story19,"ever cost me a pang,"
100511,story19,"In the way of literary talk, it is true, the Naval Officer -"
100512,story19,"an excellent fellow,"
100513,story19,and went out only a little later -
100514,story19,Napoleon or Shakespeare.
100515,story19,"The Collector's junior clerk,"
100516,story19,"too a young gentleman who,"
100517,story19,it was whispered occasionally covered a sheet of Uncle Sam's letter paper with what (at the distance of a few yards) looked very much like poetry -
100518,story19,"used now and then to speak to me of books,"
100519,story19,as matters with which I might possibly be conversant.
100520,story19,This was my all of lettered intercourse;
100521,story19,and it was quite sufficient for my necessities.
100522,story19,I smiled to think that it had now another kind of vogue.
100523,story19,"with a stencil and black paint,"
100524,story19,"on pepper-bags,"
100525,story19,"and cigar-boxes,"
100526,story19,"and bales of all kinds of dutiable merchandise,"
100527,story19,and gone regularly through the office.
100528,story19,"a knowledge of my existence,"
100529,story19,"so far as a name conveys it,"
100530,story19,"was carried where it had never been before,"
100531,story19,will never go again.
100532,story19,But the past was not dead.
100533,story19,"Once in a great while,"
100534,story19,"the thoughts that had seemed so vital and so active,"
100535,story19,"yet had been put to rest so quietly,"
100536,story19,revived again.
100537,story19,"One of the most remarkable occasions,"
100538,story19,"when the habit of bygone days awoke in me,"
100539,story19,was that which brings it within the law of literary propriety to offer the public the sketch which I am now writing.
100540,story19,The edifice -
100541,story19,"originally projected on a scale adapted to the old commercial enterprise of the port,"
100542,story19,and with an idea of subsequent prosperity destined never to be realized -
100543,story19,contains far more space than its occupants know what to do with.
100544,story19,"This airy hall,"
100545,story19,"therefore,"
100546,story19,"over the Collector's apartments,"
100547,story19,"remains unfinished to this day,"
100548,story19,"in spite of the aged cobwebs that festoon its dusky beams,"
100549,story19,appears still to await the labour of the carpenter and mason.
100550,story19,"At one end of the room,"
100551,story19,"in a recess,"
100552,story19,"were a number of barrels piled one upon another,"
100553,story19,containing bundles of official documents.
100554,story19,Large quantities of similar rubbish lay lumbering the floor.
100555,story19,"It was sorrowful to think how many days,"
100556,story19,"and months,"
100557,story19,"and years of toil had been wasted on these musty papers,"
100558,story19,"which were now only an encumbrance on earth,"
100559,story19,"and were hidden away in this forgotten corner,"
100560,story19,never more to be glanced at by human eyes.
100561,story19,"But then, what reams of other manuscripts -"
100562,story19,"filled,"
100563,story19,"not with the dulness of official formalities,"
100564,story19,but with the thought of inventive brains and the rich effusion of deep hearts -
100565,story19,had gone equally to oblivion;
100566,story19,"without serving a purpose in their day,"
100567,story19,"as these heaped-up papers had,"
100568,story19,and -
100569,story19,saddest of all -
100570,story19,without purchasing for their writers the comfortable livelihood which the clerks of the Custom-House had gained by these worthless scratchings of the pen.
100571,story19,"Yet not altogether worthless, perhaps, as materials of local history."
100572,story19,"statistics of the former commerce of Salem might be discovered,"
100573,story19,and memorials of her princely merchants -
100574,story19,old King Derby -
100575,story19,old Simon Forrester -
100576,story19,"whose powdered head,"
100577,story19,was scarcely in the tomb before his mountain pile of wealth began to dwindle.
100578,story19,"The founders of the greater part of the families which now compose the aristocracy of Salem might here be traced,"
100579,story19,"from the petty and obscure beginnings of their traffic,"
100580,story19,"at periods generally much posterior to the Revolution,"
100581,story19,upward to what their children look upon as long-established rank.
100582,story19,Prior to the Revolution there is a dearth of records;
100583,story19,"the earlier documents and archives of the Custom-House having,"
100584,story19,"probably,"
100585,story19,"been carried off to Halifax,"
100586,story19,when all the king's officials accompanied the British army in its flight from Boston.
100587,story19,It has often been a matter of regret with me;
100588,story19,"to the days of the Protectorate,"
100589,story19,"those papers must have contained many references to forgotten or remembered men,"
100590,story19,"and to antique customs,"
100591,story19,"But,"
100592,story19,"one idle and rainy day,"
100593,story19,it was my fortune to make a discovery of some little interest.
100594,story19,"Poking and burrowing into the heaped-up rubbish in the corner,"
100595,story19,"unfolding one and another document,"
100596,story19,nor very readily decipherable on their mossy tombstones;
100597,story19,"glancing at such matters with the saddened,"
100598,story19,half-reluctant interest which we bestow on the corpse of dead activity -
100599,story19,"and exerting my fancy,"
100600,story19,"sluggish with little use,"
100601,story19,"to raise up from these dry bones an image of the old town's brighter aspect,"
100602,story19,"when India was a new region,"
100603,story19,and only Salem knew the way thither -
100604,story19,"I chanced to lay my hand on a small package,"
100605,story19,carefully done up in a piece of ancient yellow parchment.
100606,story19,"This envelope had the air of an official record of some period long past,"
100607,story19,"There was something about it that quickened an instinctive curiosity,"
100608,story19,"and made me undo the faded red tape that tied up the package,"
100609,story19,"Unbending the rigid folds of the parchment cover,"
100610,story19,"I found it to be a commission,"
100611,story19,"under the hand and seal of Governor Shirley,"
100612,story19,in the Province of Massachusetts Bay.
100613,story19,"and likewise,"
100614,story19,"in a newspaper of recent times,"
100615,story19,during the renewal of that edifice.
100616,story19,"if I rightly call to mind,"
100617,story19,"was left of my respected predecessor,"
100618,story19,"save an imperfect skeleton,"
100619,story19,"and some fragments of apparel,"
100620,story19,"and a wig of majestic frizzle,"
100621,story19,"unlike the head that it once adorned,"
100622,story19,was in very satisfactory preservation.
100623,story19,"But,"
100624,story19,"on examining the papers which the parchment commission served to envelop,"
100625,story19,"and the internal operations of his head,"
100626,story19,than the frizzled wig had contained of the venerable skull itself.
100627,story19,"not official,"
100628,story19,"but of a private nature,"
100629,story19,"written in his private capacity,"
100630,story19,and apparently with his own hand.
100631,story19,"and that these papers,"
100632,story19,"which he probably kept in his official desk,"
100633,story19,"had never come to the knowledge of his heirs,"
100634,story19,"On the transfer of the archives to Halifax,"
100635,story19,"this package,"
100636,story19,"proving to be of no public concern,"
100637,story19,"was left behind,"
100638,story19,and had remained ever since unopened.
100639,story19,The ancient Surveyor -
100640,story19,"being little molested,"
100641,story19,"seems to have devoted some of his many leisure hours to researches as a local antiquarian,"
100642,story19,and other inquisitions of a similar nature.
100643,story19,These supplied material for petty activity to a mind that would otherwise have been eaten up with rust.
100644,story19,"A portion of his facts,"
100645,story19,"did me good service in the preparation of the article entitled ""MAIN STREET,"" included in the present volume."
100646,story19,"The remainder may perhaps be applied to purposes equally valuable hereafter,"
100647,story19,"or not impossibly may be worked up,"
100648,story19,"so far as they go,"
100649,story19,"into a regular history of Salem,"
100650,story19,should my veneration for the natal soil ever impel me to so pious a task.
100651,story19,"they shall be at the command of any gentleman,"
100652,story19,"inclined and competent,"
100653,story19,As a final disposition I contemplate depositing them with the Essex Historical Society.
100654,story19,"But the object that most drew my attention to the mysterious package was a certain affair of fine red cloth,"
100655,story19,"much worn and faded,"
100656,story19,"There were traces about it of gold embroidery,"
100657,story19,"so that none,"
100658,story19,"It had been wrought,"
100659,story19,"as was easy to perceive,"
100660,story19,with wonderful skill of needlework;
100661,story19,"and the stitch (as I am assured by ladies conversant with such mysteries) gives evidence of a now forgotten art,"
100662,story19,not to be discovered even by the process of picking out the threads.
100663,story19,This rag of scarlet cloth -
100664,story19,"for time,"
100665,story19,"on careful examination, assumed the shape of a letter."
100666,story19,"It was the capital letter A. By an accurate measurement,"
100667,story19,each limb proved to be precisely three inches and a quarter in length.
100668,story19,"It had been intended,"
100669,story19,"there could be no doubt,"
100670,story19,as an ornamental article of dress;
100671,story19,"but how it was to be worn,"
100672,story19,"or what rank,"
100673,story19,"were signified by it,"
100674,story19,And yet it strangely interested me.
100675,story19,"My eyes fastened themselves upon the old scarlet letter,"
100676,story19,and would not be turned aside.
100677,story19,"Certainly there was some deep meaning in it most worthy of interpretation,"
100678,story19,"and which,"
100679,story19,"streamed forth from the mystic symbol,"
100680,story19,"subtly communicating itself to my sensibilities,"
100681,story19,but evading the analysis of my mind.
100682,story19,When thus perplexed -
100683,story19,"among other hypotheses,"
100684,story19,whether the letter might not have been one of those decorations which the white men used to contrive in order to take the eyes of Indians -
100685,story19,I happened to place it on my breast.
100686,story19,It seemed to me -
100687,story19,"the reader may smile, but must not doubt my word -"
100688,story19,"that I experienced a sensation not altogether physical,"
100689,story19,"yet almost so,"
100690,story19,"as of burning heat,"
100691,story19,"and as if the letter were not of red cloth,"
100692,story19,but red-hot iron.
100693,story19,"I shuddered, and involuntarily let it fall upon the floor."
100694,story19,"In the absorbing contemplation of the scarlet letter,"
100695,story19,"I had hitherto neglected to examine a small roll of dingy paper,"
100696,story19,around which it had been twisted.
100697,story19,"This I now opened,"
100698,story19,"and had the satisfaction to find recorded by the old Surveyor's pen,"
100699,story19,a reasonably complete explanation of the whole affair.
100700,story19,"containing many particulars respecting the life and conversation of one Hester Prynne,"
100701,story19,She had flourished during the period between the early days of Massachusetts and the close of the seventeenth century.
100702,story19,"and from whose oral testimony he had made up his narrative,"
100703,story19,"in their youth,"
100704,story19,"but not decrepit woman,"
100705,story19,of a stately and solemn aspect.
100706,story19,"It had been her habit,"
100707,story19,"from an almost immemorial date,"
100708,story19,"to go about the country as a kind of voluntary nurse,"
100709,story19,and doing whatever miscellaneous good she might;
100710,story19,"likewise,"
100711,story19,"to give advice in all matters,"
100712,story19,"especially those of the heart,"
100713,story19,by which means -
100714,story19,"she gained from many people the reverence due to an angel,"
100715,story19,"I should imagine,"
100716,story19,was looked upon by others as an intruder and a nuisance.
100717,story19,"Prying further into the manuscript,"
100718,story19,"I found the record of other doings and sufferings of this singular woman,"
100719,story19,"for most of which the reader is referred to the story entitled ""THE SCARLET LETTER"";"
100720,story19,"The original papers, together with the scarlet letter itself -"
100721,story19,a most curious relic -
100722,story19,"are still in my possession,"
100723,story19,"and shall be freely exhibited to whomsoever,"
100724,story19,"induced by the great interest of the narrative,"
100725,story19,may desire a sight of them.
100726,story19,"in the dressing up of the tale,"
100727,story19,"and imagining the motives and modes of passion that influenced the characters who figure in it,"
100728,story19,"On the contrary,"
100729,story19,"I have allowed myself,"
100730,story19,"as to such points,"
100731,story19,as much license as if the facts had been entirely of my own invention.
100732,story19,What I contend for is the authenticity of the outline.
100733,story19,"This incident recalled my mind, in some degree, to its old track."
100734,story19,There seemed to be here the groundwork of a tale.
100735,story19,"It impressed me as if the ancient Surveyor,"
100736,story19,"in his garb of a hundred years gone by,"
100737,story19,and wearing his immortal wig -
100738,story19,"which was buried with him, but did not perish in the grave -"
100739,story19,had met me in the deserted chamber of the Custom-House.
100740,story19,"In his port was the dignity of one who had borne His Majesty's commission,"
100741,story19,and who was therefore illuminated by a ray of the splendour that shone so dazzlingly about the throne.
100742,story19,"who,"
100743,story19,"as the servant of the people,"
100744,story19,"feels himself less than the least,"
100745,story19,and below the lowest of his masters.
100746,story19,"With his own ghostly hand,"
100747,story19,"the obscurely seen,"
100748,story19,"With his own ghostly voice he had exhorted me,"
100749,story19,on the sacred consideration of my filial duty and reverence towards him -
100750,story19,who might reasonably regard himself as my official ancestor -
100751,story19,to bring his mouldy and moth-eaten lucubrations before the public.
100752,story19,"do this, and the profit shall be all your own."
100753,story19,You will shortly need it;
100754,story19,"for it is not in your days as it was in mine,"
100755,story19,"when a man's office was a life-lease,"
100756,story19,"But I charge you,"
100757,story19,"in this matter of old Mistress Prynne,"
100758,story19,"On Hester Prynne's story, therefore, I bestowed much thought."
100759,story19,"It was the subject of my meditations for many an hour,"
100760,story19,"while pacing to and fro across my room,"
100761,story19,"with a hundredfold repetition,"
100762,story19,"the long extent from the front door of the Custom-House to the side entrance,"
100763,story19,and back again.
100764,story19,whose slumbers were disturbed by the unmercifully lengthened tramp of my passing and returning footsteps.
100765,story19,"Remembering their own former habits,"
100766,story19,they used to say that the Surveyor was walking the quarter-deck.
100767,story19,They probably fancied that my sole object -
100768,story19,the sole object for which a sane man could ever put himself into voluntary motion -
100769,story19,was to get an appetite for dinner.
100770,story19,"to say the truth,"
100771,story19,"an appetite,"
100772,story19,"sharpened by the east wind that generally blew along the passage,"
100773,story19,was the only valuable result of so much indefatigable exercise.
100774,story19,"So little adapted is the atmosphere of a Custom-house to the delicate harvest of fancy and sensibility,"
100775,story19,"had I remained there through ten Presidencies yet to come,"
100776,story19,"I doubt whether the tale of ""The Scarlet Letter"" would ever have been brought before the public eye."
100777,story19,My imagination was a tarnished mirror.
100778,story19,"It would not reflect,"
100779,story19,"or only with miserable dimness,"
100780,story19,the figures with which I did my best to people it.
100781,story19,The characters of the narrative would not be warmed and rendered malleable by any heat that I could kindle at my intellectual forge.
100782,story19,"They would take neither the glow of passion nor the tenderness of sentiment,"
100783,story19,"but retained all the rigidity of dead corpses,"
100784,story19,and stared me in the face with a fixed and ghastly grin of contemptuous defiance.
100785,story19,"""What have you to do with us?"" that expression seemed to say."
100786,story19,The little power you might have once possessed over the tribe of unrealities is gone!
100787,story19,You have bartered it for a pittance of the public gold.
100788,story19,"and earn your wages! In short,"
100789,story19,"the almost torpid creatures of my own fancy twitted me with imbecility,"
100790,story19,and not without fair occasion.
100791,story19,It was not merely during the three hours and a half which Uncle Sam claimed as his share of my daily life that this wretched numbness held possession of me.
100792,story19,"It went with me on my sea-shore walks and rambles into the country,"
100793,story19,whenever -
100794,story19,which was seldom and reluctantly -
100795,story19,"I bestirred myself to seek that invigorating charm of Nature which used to give me such freshness and activity of thought,"
100796,story19,"as regarded the capacity for intellectual effort,"
100797,story19,"accompanied me home,"
100798,story19,and weighed upon me in the chamber which I most absurdly termed my study.
100799,story19,"Nor did it quit me when,"
100800,story19,"late at night,"
100801,story19,"I sat in the deserted parlour,"
100802,story19,"lighted only by the glimmering coal-fire and the moon,"
100803,story19,"the next day,"
100804,story19,"If the imaginative faculty refused to act at such an hour,"
100805,story19,it might well be deemed a hopeless case.
100806,story19,"in a familiar room,"
100807,story19,"falling so white upon the carpet,"
100808,story19,and showing all its figures so distinctly -
100809,story19,"making every object so minutely visible,"
100810,story19,yet so unlike a morning or noontide visibility -
100811,story19,There is the little domestic scenery of the well-known apartment;
100812,story19,"the chairs, with each its separate individuality;"
100813,story19,"sustaining a work-basket,"
100814,story19,and an extinguished lamp;
100815,story19,the book-case;
100816,story19,the picture on the wall -
100817,story19,"all these details,"
100818,story19,"so completely seen,"
100819,story19,and become things of intellect.
100820,story19,"Nothing is too small or too trifling to undergo this change,"
100821,story19,and acquire dignity thereby.
100822,story19,A child's shoe;
100823,story19,"the doll, seated in her little wicker carriage;"
100824,story19,the hobby-horse -
100825,story19,"in a word,"
100826,story19,"has been used or played with during the day is now invested with a quality of strangeness and remoteness,"
100827,story19,though still almost as vividly present as by daylight.
100828,story19,"therefore,"
100829,story19,"the floor of our familiar room has become a neutral territory,"
100830,story19,"where the Actual and the Imaginary may meet,"
100831,story19,and each imbue itself with the nature of the other.
100832,story19,Ghosts might enter here without affrighting us.
100833,story19,"were we to look about us and discover a form,"
100834,story19,"but gone hence,"
100835,story19,"now sitting quietly in a streak of this magic moonshine,"
100836,story19,"with an aspect that would make us doubt whether it had returned from afar,"
100837,story19,or had never once stirred from our fireside.
100838,story19,The somewhat dim coal fire has an essential Influence in producing the effect which I would describe.
100839,story19,"It throws its unobtrusive tinge throughout the room,"
100840,story19,and a reflected gleam upon the polish of the furniture.
100841,story19,"and communicates,"
100842,story19,a heart and sensibilities of human tenderness to the forms which fancy summons up.
100843,story19,It converts them from snow-images into men and women.
100844,story19,"Glancing at the looking-glass, we behold -"
100845,story19,deep within its haunted verge -
100846,story19,"the smouldering glow of the half-extinguished anthracite,"
100847,story19,"and a repetition of all the gleam and shadow of the picture,"
100848,story19,and nearer to the imaginative.
100849,story19,"Then,"
100850,story19,"at such an hour,"
100851,story19,"and with this scene before him,"
100852,story19,"sitting all alone,"
100853,story19,"cannot dream strange things,"
100854,story19,"and make them look like truth,"
100855,story19,he need never try to write romances.
100856,story19,"during the whole of my Custom-House experience,"
100857,story19,were just alike in my regard;
100858,story19,and neither of them was of one whit more avail than the twinkle of a tallow-candle.
100859,story19,"An entire class of susceptibilities, and a gift connected with them -"
100860,story19,"of no great richness or value, but the best I had -"
100861,story19,was gone from me.
100862,story19,"It is my belief,"
100863,story19,"that had I attempted a different order of composition,"
100864,story19,my faculties would not have been found so pointless and inefficacious.
100865,story19,"I might,"
100866,story19,"have contented myself with writing out the narratives of a veteran shipmaster,"
100867,story19,"one of the Inspectors,"
100868,story19,"whom I should be most ungrateful not to mention,"
100869,story19,"Could I have preserved the picturesque force of his style,"
100870,story19,"I honestly believe,"
100871,story19,would have been something new in literature.
100872,story19,Or I might readily have found a more serious task.
100873,story19,"It was a folly,"
100874,story19,"with the materiality of this daily life pressing so intrusively upon me,"
100875,story19,"to attempt to fling myself back into another age,"
100876,story19,"or to insist on creating the semblance of a world out of airy matter,"
100877,story19,"when,"
100878,story19,"at every moment,"
100879,story19,the impalpable beauty of my soap-bubble was broken by the rude contact of some actual circumstance.
100880,story19,"The wiser effort would have been to diffuse thought and imagination through the opaque substance of to-day,"
100881,story19,and thus to make it a bright transparency;
100882,story19,"to seek,"
100883,story19,"resolutely,"
100884,story19,"the true and indestructible value that lay hidden in the petty and wearisome incidents,"
100885,story19,and ordinary characters with which I was now conversant.
100886,story19,The fault was mine.
100887,story19,The page of life that was spread out before me seemed dull and commonplace only because I had not fathomed its deeper import.
100888,story19,A better book than I shall ever write was there;
100889,story19,"leaf after leaf presenting itself to me,"
100890,story19,"just as it was written out by the reality of the flitting hour,"
100891,story19,"and vanishing as fast as written,"
100892,story19,to transcribe it.
100893,story19,"I shall remember a few scattered fragments and broken paragraphs,"
100894,story19,"and write them down,"
100895,story19,These perceptions had come too late.
100896,story19,There was no occasion to make much moan about this state of affairs.
100897,story19,"I had ceased to be a writer of tolerably poor tales and essays,"
100898,story19,and had become a tolerably good Surveyor of the Customs.
100899,story19,That was all.
100900,story19,"nevertheless,"
100901,story19,"it is anything but agreeable to be haunted by a suspicion that one's intellect is dwindling away,"
100902,story19,"or exhaling,"
100903,story19,"without your consciousness,"
100904,story19,"at every glance,"
100905,story19,you find a smaller and less volatile residuum.
100906,story19,"Of the fact there could be no doubt and,"
100907,story19,"examining myself and others,"
100908,story19,"I was led to conclusions,"
100909,story19,"in reference to the effect of public office on the character,"
100910,story19,not very favourable to the mode of life in question.
100911,story19,"In some other form, perhaps, I may hereafter develop these effects."
100912,story19,"Suffice it here to say that a Custom-House officer of long continuance can hardly be a very praiseworthy or respectable personage,"
100913,story19,for many reasons;
100914,story19,"the tenure by which he holds his situation,"
100915,story19,"and another,"
100916,story19,"the very nature of his business,"
100917,story19,which -
100918,story19,"though, I trust, an honest one -"
100919,story19,"which I believe to be observable,"
100920,story19,in every individual who has occupied the position -
100921,story19,"that while he leans on the mighty arm of the Republic,"
100922,story19,his own proper strength departs from him.
100923,story19,"in an extent proportioned to the weakness or force of his original nature,"
100924,story19,the capability of self-support.
100925,story19,"If he possesses an unusual share of native energy,"
100926,story19,his forfeited powers may be redeemable.
100927,story19,The ejected officer -
100928,story19,"fortunate in the unkindly shove that sends him forth betimes,"
100929,story19,to struggle amid a struggling world -
100930,story19,"may return to himself, and become all that he has ever been."
100931,story19,But this seldom happens.
100932,story19,"He usually keeps his ground just long enough for his own ruin,"
100933,story19,"and is then thrust out,"
100934,story19,to totter along the difficult footpath of life as he best may.
100935,story19,Conscious of his own infirmity -
100936,story19,that his tempered steel and elasticity are lost -
100937,story19,His pervading and continual hope -
100938,story19,"in the face of all discouragement,"
100939,story19,"and making light of impossibilities,"
100940,story19,"haunts him while he lives,"
100941,story19,"like the convulsive throes of the cholera,"
100942,story19,torments him for a brief space after death -
100943,story19,"that finally,"
100944,story19,"and in no long time,"
100945,story19,"by some happy coincidence of circumstances,"
100946,story19,he shall be restored to office.
100947,story19,"more than anything else,"
100948,story19,steals the pith and availability out of whatever enterprise he may dream of undertaking.
100949,story19,"Why should he toil and moil,"
100950,story19,"and be at so much trouble to pick himself up out of the mud,"
100951,story19,"when,"
100952,story19,"in a little while hence,"
100953,story19,the strong arm of his Uncle will raise and support him?
100954,story19,"Why should he work for his living here,"
100955,story19,"when he is so soon to be made happy,"
100956,story19,"at monthly intervals,"
100957,story19,with a little pile of glittering coin out of his Uncle's pocket?
100958,story19,It is sadly curious to observe how slight a taste of office suffices to infect a poor fellow with this singular disease.
100959,story19,Uncle Sam's gold -
100960,story19,"in this respect,"
100961,story19,a quality of enchantment like that of the devil's wages.
100962,story19,"Whoever touches it should look well to himself,"
100963,story19,"or he may find the bargain to go hard against him,"
100964,story19,"involving,"
100965,story19,"if not his soul,"
100966,story19,yet many of its better attributes;
100967,story19,"its courage and constancy,"
100968,story19,"its self-reliance,"
100969,story19,Here was a fine prospect in the distance.
100970,story19,"Not that the Surveyor brought the lesson home to himself,"
